ori,ori9,crosswalk_agency_name,census_name,population,fips_state_county_code,state
MI08464,MI0846400,Hastings Police Department,Hastings City,7526,26015,MI
MO03604,MO0360400,Pacific Police Department,Pacific City,7523,29071,MO
FL03900,FL0390000,Liberty County Sheriff's Office,Liberty County,7522,12077,FL
OH01825,OH0182500,Independence Police Department,Independence City,7521,39035,OH
SC03002,SC0300200,Clinton Department Of Public Safety,Clinton City,7518,45059,SC
MI73856,MI7385600,Buena Vista Township Police Department,Buena Vista Charter Township,7516,26145,MI
MS00500,MS0050000,Benton County Sheriff's Office,Benton County,7516,28009,MS
MO05501,MO0550100,Aurora Police Department,Aurora City,7513,29109,MO
NY01461,NY0146100,Eden Town Police Department,Eden Town,7511,36029,NY
MS01100,MS0110000,Claiborne County Sheriff's Office,Claiborne County,7510,28021,MS
WI04109,WI0410900,Hales Corners Police Department,Hales Corners Village,7510,55079,WI
NJ00418,NJ0041800,Haddon Heights Police,Haddon Heights Borough,7508,34007,NJ
KY05912,KY0591200,Villa Hills Police Department,Villa Hills City,7501,21117,KY
NH00338,NH0033800,Swanzey Police Department,Swanzey Town,7501,33005,NH
VA07900,VA0790000,Richmond County Sheriff's Office,Richmond County,7500,51159,VA
CA05603,CA0560300,Ojai Pd,Ojai City,7499,06111,CA
TX24902,TX2490200,Decatur Police Department,Decatur City,7499,48497,TX
TX10112,TX1011200,Jersey Village Police Department,Jersey Village City,7496,48201,TX
FL00638,FL0063800,Southwest Ranches,Southwest Ranches Town,7495,12011,FL
TN07201,TN0720100,Dayton Police Department,Dayton City,7493,47143,TN
MI22492,MI2249200,Iron Mountain Police Department,Iron Mountain City,7491,26043,MI
NJ00328,NJ0032800,Palmyra Borough Police,Palmyra Borough,7488,34005,NJ
CT00140,CT0014000,Thomaston Police Department,Thomaston Town,7484,09005,CT
MN07001,MN0700100,Belle Plaine Police Department,Belle Plaine City,7482,27139,MN
VA07301,VA0730100,Farmville Police Department,Farmville Town,7470,51147,VA
PA00953,PA0095300,Bedminster Township Police Department,Bedminster Township,7469,42017,PA
TN01700,TN0170000,Crockett County Sheriff's Office,Crockett County,7467,47033,TN
NH00106,NH0010600,Belmont Police Department,Belmont Town,7466,33001,NH
IA01701,IA0170100,Clear Lake-Ventura Police Department,_Undetermined,7463,19033,IA
AL02901,AL0290100,Wetumpka Police Department,Wetumpka City,7461,01051,AL
ME00201,ME0020100,Caribou Police Department,Caribou City,7461,23003,ME
ME01005,ME0100500,Old Town Police Department,Old Town City,7460,23019,ME
AL06104,AL0610400,Lincoln Police Department,Lincoln City,7459,01121,AL
MS05200,MS0520000,Noxubee County Sheriff's Office,Noxubee County,7459,28103,MS
PA03505,PA0350500,Archbald Borough Police Department,Archbald Borough,7457,42069,PA
WI06902,WI0690200,New London Police Department,New London City,7457,55135,WI
MI38326,MI3832600,Columbia Township Police Department,Columbia Township,7456,26075,MI
OK06603,OK0660300,Catoosa Police Department,Catoosa City,7455,40131,OK
WV01901,WV0190100,Charles Town Police Department,Charles Town City,7453,54037,WV
OK02400,OK0240000,Garfield County Sheriff's Office,Garfield County,7452,40047,OK
NY02930,NY0293000,Williston Park Pd,Williston Park Village,7445,36059,NY
AR01300,AR0130000,Cleveland County Sheriff's Office,Cleveland County,7439,05025,AR
NM03201,NM0320100,Belen Police Department,Belen City,7435,35061,NM
CA03901,CA0390100,Escalon Police Department,Escalon City,7434,06077,CA
MN06100,MN0610000,Pope County Sheriff's Office,Pope County,7434,27121,MN
NY00620,NY0062000,Lakewood-Busti Police Department,Busti Town,7434,36013,NY
PA03701,PA0370100,Ellwood City Borough Police Department,Ellwood City Borough,7433,42073,PA
NH00802,NH0080200,Atkinson Police Department,Atkinson Town,7427,33015,NH
TX04700,TX0470000,Comanche County Sheriff's Office,Comanche County,7425,48093,TX
AL00505,AL0050500,Robertsdale Police Department,Robertsdale City,7422,01003,AL
IN06201,IN0620100,Tell City Police,Tell City City,7420,18123,IN
NB06601,NB0660100,Nebraska City Police Dept,Nebraska City City,7420,31131,NE
UT00100,UT0010000,Beaver County Sheriff's Office,Beaver County,7420,49001,UT
AR03100,AR0310000,Howard County Sheriff's Office,Howard County,7416,05061,AR
NY05726,NY0572600,Hudson Falls Village Police Department,Hudson Falls Village,7416,36115,NY
OH02605,OH0260500,Wauseon Police Department,Wauseon City,7416,39051,OH
SC01602,SC0160200,Hartsville Police Department,Hartsville City,7415,45031,SC
AL06600,AL0660000,Wilcox County Sheriff's Office,Wilcox County,7414,01131,AL
VT00303,VT0030300,St. Johnsbury Police Dept.,St Johnsbury Town,7414,50005,VT
LA05001,LA0500100,Breaux Bridge Police Department,Breaux Bridge City,7411,22099,LA
CO01902,CO0190200,Eagle Police Department,Eagle Town,7410,08037,CO
OH02905,OH0290500,Bellbrook Police Department,Bellbrook City,7404,39057,OH
FL05310,FL0531000,Lake Alfred Police Department,Lake Alfred City,7396,12105,FL
MD00706,MD0070600,Taneytown Police Department,Taneytown City,7395,24013,MD
WV05100,WV0510000,Webster County Sheriff's Office,Webster County,7394,54101,WV
TX08000,TX0800000,Franklin County Sheriff's Office,Franklin County,7393,48159,TX
NJ01809,NJ0180900,Green Brook Police,Green Brook Township,7392,34035,NJ
IA06301,IA0630100,Knoxville Police Department,Knoxville City,7391,19125,IA
CA04902,CA0490200,Cotati Police Department,Cotati City,7390,06097,CA
PA0020V,PA0020V00,Indiana Township Police Dept.,Indiana Township,7389,42003,PA
NC05601,NC0560100,Marion Police Department,Marion City,7385,37111,NC
IN07201,IN0720100,Scottsburg Police,Scottsburg City,7384,18143,IN
MN07200,MN0720000,Sibley County Sheriff's Office,Sibley County,7382,27143,MN
NY03571,NY0357100,Deerpark Town Police Department,Deerpark Town,7380,36071,NY
OK03500,OK0350000,Johnston County Sheriff's Office,Johnston County,7378,40069,OK
MO03500,MO0350000,Dunklin County Sheriff's Office,Dunklin County,7375,29069,MO
NJ02121,NJ0212100,Washington Borough Police,Washington Borough,7375,34041,NJ
MS06105,MS0610500,Richland Police Department,Richland City,7374,28121,MS
PA01711,PA0171100,Lawrence Township Police Department,Lawrence Township,7373,42033,PA
IL02604,IL0260400,Vandalia Police Dept,Vandalia City,7372,17051,IL
MN03003,,Isanti Police Department,,7372,27059,NA
PA00404,PA0040400,Beaver Borough Police Department,Beaver Borough,7371,42007,PA
KY02700,KY0270000,Clinton County Sheriff's Office,Clinton County,7369,21053,KY
ME01607,ME0160700,Eliot Police Department,Eliot Town,7369,23031,ME
MI63804,MI6380400,Walled Lake Police Department,Walled Lake City,7365,26125,MI
PA04104,PA0410400,South Williamsport Police,South Williamsport Borough,7359,42081,PA
CA01004,CA0100400,Fowler Police Department,Fowler City,7357,06019,CA
PA01702,PA0170200,Dubois Police Department,Du Bois City,7352,42033,PA
NC08101,NC0810100,Forest City Police Department,Forest City Town,7351,37161,NC
TX22023,TX2202300,River Oaks Police Department,River Oaks City,7349,48439,TX
OK02107,OK0210700,Grove Police Department,Grove City,7348,40041,OK
PA0020K,PA0020K00,White Oak Borough Police Department,White Oak Borough,7345,42003,PA
WI00905,WI0090500,Lake Hallie Police Department,Lake Hallie Village,7345,55017,WI
OH04706,OH0470600,Oberlin Police Department,Oberlin City,7344,39093,OH
CA02103,CA0210300,Fairfax Police Department,Fairfax Town,7343,06041,CA
KS08705,KS0870500,Valley Center Police Department,Valley Center City,7342,20173,KS
GA02400,GA0240000,Charlton County Sheriff's Office,Charlton County,7339,13049,GA
KY11700,KY1170000,Webster County Sheriff's Office,Webster County,7334,21233,KY
TX15505,TX1550500,Lacy Lakeview Police Department,Lacy Lakeview City,7333,48309,TX
KY07101,KY0710100,Russellville Police Department,Russellville City,7331,21141,KY
IN06901,IN0690100,Batesville Police,Batesville City,7330,18137,IN
GA08600,GA0860000,Lanier County Sheriff's Office,Lanier County,7328,13173,GA
AZ00308,AZ0030800,Page Police Department,Page City,7327,04005,AZ
AR01201,AR0120100,Heber Springs Police Department,Heber Springs City,7323,05023,AR
AR01800,AR0180000,Crittenden County Sheriff's Office,Crittenden County,7312,05035,AR
IL06400,IL0640000,Massac County Sheriff's Office,Massac County,7311,17127,IL
IA08801,IA0880100,Creston Police Department,Creston City,7310,19175,IA
NY02124,NY0212400,Herkimer Village Police Department,Herkimer Village,7306,36043,NY
NY05222,NY0522200,Monticello Village Police Department,Monticello Village,7306,36105,NY
NM02403,NM0240300,Bloomfield Police Department,Bloomfield City,7302,35045,NM
NY05931,NY0593100,Briarcliff Manor Village Police Department,Briarcliff Manor Village,7302,36119,NY
KY03200,KY0320000,Elliott County Sheriff's Office,Elliott County,7291,21063,KY
WA00201,WA0020100,Clarkston Police Department,Clarkston City,7289,53003,WA
GA05400,GA0540000,Evans County Sheriff's Office,Evans County,7287,13109,GA
MI35639,MI3563900,Oscoda Township Police Department,Oscoda Charter Township,7286,26069,MI
NY05125,NY0512500,Northport Village Police Department,Northport Village,7286,36103,NY
TN03601,TN0360100,Savannah Police Department,Savannah City,7286,47071,TN
NB07301,NB0730100,Mccook Police Dept,Mccook City,7281,31145,NE
IA08900,IA0890000,Van Buren County Sheriff's Office,Van Buren County,7279,19177,IA
VA08504,VA0850400,Strasburg Police Department,Strasburg Town,7277,51171,VA
MT04800,MT0480000,Stillwater County Sheriff's Office,Stillwater County,7276,30095,MT
OR00403,OR0040300,Seaside Police Department,Seaside City,7275,41007,OR
PA04626,PA0462600,Souderton Police Department.,Souderton Borough,7275,42091,PA
NJ01439,NJ0143900,Wharton Police,Wharton Borough,7267,34027,NJ
PA04403,PA0440300,Derry Twp  Pd,Derry Township,7267,42087,PA
IA09800,IA0980000,Worth County Sheriff's Office,Worth County,7265,19195,IA
AR05602,AR0560200,Trumann Police Department,Trumann City,7258,05111,AR
MN06001,MN0600100,Crookston Police Department,Crookston City,7255,27119,MN
WA01715,WA0171500,Black Diamond Police Department,Black Diamond Town,7254,53033,WA
AZ00731,AZ0073100,Tolleson Police Department,Tolleson City,7253,04013,AZ
IL01654,IL0165400,Inverness Police Dept,Inverness Village,7253,17031,IL
IL06500,IL0650000,Menard County Sheriff's Office,Menard County,7251,17129,IL
MS05401,MS0540100,Batesville Police Department,Batesville City,7249,28107,MS
UT00702,UT0070200,Roosevelt Police Department,Roosevelt City,7249,49013,UT
CA04906,CA0490600,Sebastopol Police Department,Sebastopol City,7248,06097,CA
IL09400,IL0940000,Warren County Sheriff's Office,Warren County,7247,17187,IL
IA09201,IA0920100,Washington Police Department,Washington City,7245,19183,IA
OH03701,OH0370100,Logan Police Department,Logan City,7241,39073,OH
NJ00214,NJ0021400,Emerson Borough Police,Emerson Borough,7240,34003,NJ
MA00209,MA0020900,Great Barrington Police Department,Great Barrington Town,7235,25003,MA
MI25314,MI2531400,Clayton Township Police Department,Clayton Charter Township,7235,26049,MI
NY02910,NY0291000,Cedarhurst Pd,Cedarhurst Village,7230,36059,NY
PA01548,PA0154800,East Coventry Township Police Department,East Coventry Township,7230,42029,PA
PA02113,PA0211300,Middlesex Township Police Department,Middlesex Township,7225,42041,PA
TX12000,TX1200000,Jackson County Sheriff's Office,Jackson County,7225,48239,TX
IN05100,IN0510000,Martin County Sheriff's Office,Martin County,7223,18101,IN
NY04620,NY0462000,Scotia Village Police Department,Scotia Village,7223,36093,NY
NY02911,NY0291100,East Hills Pd Roslyn,East Hills Village,7216,36059,NY
NY05933,NY0593300,Pleasantville Village Police Department,Pleasantville Village,7214,36119,NY
KY04501,KY0450100,Flatwoods Police Department,Flatwoods City,7210,21089,KY
TX08901,TX0890100,Gonzales Police Department,Gonzales City,7210,48177,TX
KS05600,KS0560000,Lyon County Sheriff's Office,Lyon County,7207,20111,KS
AZ00401,AZ0040100,Globe Police Department,Globe City,7206,04007,AZ
SD04601,SD0460100,Sturgis Police Department,Sturgis City,7206,46093,SD
TX09105,TX0910500,Van Alstyne Police Department,Van Alstyne Town,7203,48181,TX
TX17014,TX1701400,Willis Police Department,Willis City,7201,48339,TX
TX08800,TX0880000,Goliad County Sheriff's Office,Goliad County,7200,48175,TX
OR01200,OR0120000,Grant County Sheriff's Office,Grant County,7199,41023,OR
MT05602,MT0560200,Laurel Police Department,Laurel City,7195,30111,MT
FL06102,FL0610200,Live Oak Police Department,Live Oak City,7184,12121,FL
NJ01342,NJ0134200,Rumson Borough Police,Rumson Borough,7182,34025,NJ
TX08302,TX0830200,Seminole Police Department,Seminole City,7182,48165,TX
KY09801,KY0980100,Pikeville Police Department,Pikeville City,7181,21195,KY
TN03704,TN0370400,Church Hill Public Safety,Church Hill Town,7178,47073,TN
MS01900,MS0190000,Franklin County Sheriff's Office,Franklin County,7177,28037,MS
MA302SP,MA302SP00,Sp: Berkshire County,State Of Massachusetts,7174,25003,MA
MS07800,MS0780000,Webster County Sheriff's Office,Webster County,7173,28155,MS
OH01213,OH0121300,German Township Police Department,German Township,7173,39023,OH
IA03401,IA0340100,Charles City Police Department,Charles City City,7170,19067,IA
WI06807,WI0680700,Delafield Police Department,Delafield City,7169,55133,WI
NY04324,NY0432400,Nyack Village Pd Nyack,Nyack Village,7166,36087,NY
TX01405,TX0140500,Nolanville Police Department,Nolanville City,7164,48027,TX
NY00158,NY0015800,Coeymans Town Police Department,Coeymans Town,7159,36001,NY
CA00403,CA0040300,Gridley Police Department,Gridley City,7157,06007,CA
ND03601,ND0360100,Devils Lake Police Department,Devils Lake City,7157,38071,ND
NJ01322,NJ0132200,Keyport Police,Keyport Borough,7151,34025,NJ
IA05703,IA0570300,Hiawatha Police Department,Hiawatha City,7150,19113,IA
OK06702,OK0670200,Seminole Police Department,Seminole City,7150,40133,OK
TX09500,TX0950000,Hale County Sheriff's Office,Hale County,7149,48189,TX
SD06200,SD0620000,Turner County Sheriff's Office,Turner County,7142,46125,SD
PA03621,PA0362100,Earl Twp Pd Ephrata,Earl Township,7140,42071,PA
PA02313,PA0231300,Glenolden Borough Police Department,Glenolden Borough,7139,42045,PA
IL02805,IL0280500,West Frankfort Police Dept,West Frankfort City,7138,17055,IL
NY05935,NY0593500,Pelham Village Police Department,Pelham Village,7138,36119,NY
NY05936,NY0593600,Pelham Pd,Pelham Town,7138,36119,NY
TX15208,TX1520800,Wolfforth Police Department,Wolfforth City,7135,48303,TX
FL02601,FL0260100,Clewiston Police Department,Clewiston City,7132,12051,FL
IL02100,IL0210000,Douglas County Sheriff's Office,Douglas County,7132,17041,IL
NB04800,NB0480000,Jefferson County Sheriff's Office,Jefferson County,7130,31095,NE
IL01903,IL0190300,Sandwich Police Dept,Sandwich City,7129,17037,IL
IL07000,IL0700000,Moultrie County Sheriff's Office,Moultrie County,7126,17139,IL
CO06226,CO0622600,Mead,Mead Town,7123,08123,CO
NB07600,NB0760000,Saline County Sheriff's Office,Saline County,7123,31151,NE
PA04051,PA0405100,Kingston Township Police Department,Kingston Township,7123,42079,PA
AR01501,AR0150100,Morrilton Police Department,Morrilton City,7122,05029,AR
FL04893,FL0489300,Belle Isle Police Department,Belle Isle City,7121,12095,FL
MN07311,MN0731100,St. Joseph Police Department,St Joseph City,7121,27145,MN
OR02004,OR0200400,Junction City Police Department,Junction City City,7115,41039,OR
NY04420,NY0442000,Canton Village Police Department,Canton Village,7112,36089,NY
PA00105,PA0010500,Cumberland Township Police Department,Cumberland Township,7112,42001,PA
KY02100,KY0210000,Carroll County Sheriff's Office,Carroll County,7100,21041,KY
PA02327,PA0232700,Ridley Park Borough Police Department,Ridley Park Borough,7100,42045,PA
PA06612,PA0661200,Tunkhannock Township Police Department,Tunkhannock Township,7094,42131,PA
MD01722,MD0172200,Riverdale Park Police Department,Riverdale Park Town,7093,24033,MD
IA00300,IA0030000,Allamakee County Sheriff's Office,Allamakee County,7092,19005,IA
TN00702,TN0070200,Lafollette Police Department,La Follette City,7092,47013,TN
MN08603,MN0860300,Delano Pd,Delano City,7091,27171,MN
OK04502,OK0450200,Idabel Police Department,Idabel City,7091,40089,OK
ME01401,ME0140100,Belfast Police Department,Belfast City,7089,23027,ME
ID03801,ID0380100,Fruitland Police Department,Fruitland City,7083,16075,ID
WV02003,WV0200300,Dunbar Police Department,Dunbar City,7083,54039,WV
AR03800,AR0380000,Lawrence County Sheriff's Office,Lawrence County,7081,05075,AR
OH00202,OH0020200,Delphos Police Department,Delphos City,7077,39003,OH
CO04501,CO0450100,La Junta Police Department,La Junta City,7074,08089,CO
KY03900,KY0390000,Gallatin County Sheriff's Office,Gallatin County,7073,21077,KY
TX23801,TX2380100,Monahans Police Department,Monahans City,7073,48475,TX
IL01703,IL0170300,Robinson Police Dept,Robinson City,7071,17033,IL
OH04307,OH0430700,Mentor-On-The-Lake Police Department,Mentor On The Lake City,7071,39085,OH
KS05700,KS0570000,Mcpherson County Sheriff's Office,Mcpherson County,7069,20113,KS
OR03002,OR0300200,Milton-Freewater Police Department,Milton Freewater City,7065,41059,OR
GA02100,GA0210000,Candler County Sheriff's Office,Candler County,7063,13043,GA
MN02002,MN0200200,Kasson Police Department,Kasson City,7057,27039,MN
AL01001,AL0100100,Greenville Police Department,Greenville City,7056,01013,AL
NJ00403,NJ0040300,Barrington Police,Barrington Borough,7055,34007,NJ
TN05201,TN0520100,Fayetteville Police Department,Fayetteville City,7053,47103,TN
IA07600,IA0760000,Pocahontas County Sheriff's Office,Pocahontas County,7048,19151,IA
OH07808,OH0780800,Cortland Police Department,Cortland City,7048,39155,OH
AL02100,AL0210000,Conecuh County Sheriff's Office,Conecuh County,7046,01035,AL
AR01900,AR0190000,Cross County Sheriff's Office,Cross County,7044,05037,AR
